C27,Cyclic group,27,1,C27,"27,1"
He3,Heisenberg group; = C32&rtimesC3 = 3+&hairsp1+2,9,3,He3,"27,3"
3-&hairsp1+2,Extraspecial group,9,3,"ES-(3,1)","27,4"
C33,"Elementary abelian group of type [3,3,3]",27,,C3^3,"27,5"
C3×C9,"Abelian group of type [3,9]",27,,C3xC9,"27,2"
