C117,Cyclic group,117,1,C117,"117,2"
C13⋊C9,The semidirect product of C13 and C9 acting via C9/C3=C3,117,3,C13:C9,"117,1"
C3×C39,"Abelian group of type [3,39]",117,,C3xC39,"117,4"
C3×C13⋊C3,Direct product of C3 and C13⋊C3,39,3,C3xC13:C3,"117,3"
